iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result
3, 5, 225, 2020-08-29T15:20:01+00:00, 14, 4, WIN
3, 6, 225, 2020-08-29T15:24:48+00:00, 15, 5, WIN
3, 7, 225, 2020-08-29T15:29:35+00:00, 9, 3, WIN
3, 8, 225, 2020-08-29T15:34:21+00:00, 6, 12, LOSE
4, 1, 225, 2020-08-29T15:39:16+00:00, 9, 2, WIN
4, 2, 225, 2020-08-29T15:44:02+00:00, 12, 0, WIN
4, 3, 225, 2020-08-29T15:48:50+00:00, 10, 0, WIN
4, 4, 225, 2020-08-29T15:53:36+00:00, 5, 3, WIN
4, 5, 225, 2020-08-29T15:58:23+00:00, 11, 15, LOSE
4, 6, 225, 2020-08-29T16:03:10+00:00, 15, 3, WIN
4, 7, 225, 2020-08-29T16:07:57+00:00, 13, 2, WIN
4, 8, 225, 2020-08-29T16:12:44+00:00, 18, 16, WIN
5, 1, 225, 2020-08-29T16:17:38+00:00, 14, 2, WIN
5, 2, 225, 2020-08-29T16:22:25+00:00, 10, 0, WIN
5, 3, 225, 2020-08-29T16:27:12+00:00, 8, 5, WIN
5, 4, 225, 2020-08-29T16:31:59+00:00, 11, 3, WIN
5, 5, 225, 2020-08-29T16:36:46+00:00, 17, 5, WIN
5, 6, 225, 2020-08-29T16:41:33+00:00, 13, 3, WIN
5, 7, 225, 2020-08-29T16:46:20+00:00, 13, 2, WIN
5, 8, 225, 2020-08-29T16:51:06+00:00, 11, 4, WIN
6, 1, 225, 2020-08-29T16:56:01+00:00, 14, 2, WIN
6, 2, 225, 2020-08-29T17:00:47+00:00, 12, 0, WIN
6, 3, 225, 2020-08-29T17:05:35+00:00, 10, 0, WIN
6, 4, 225, 2020-08-29T17:10:21+00:00, 11, 4, WIN
6, 5, 225, 2020-08-29T17:15:08+00:00, 16, 4, WIN
6, 6, 225, 2020-08-29T17:19:55+00:00, 14, 3, WIN
6, 7, 225, 2020-08-29T17:24:42+00:00, 13, 2, WIN
6, 8, 225, 2020-08-29T17:29:30+00:00, 3, 14, LOSE
#--> latest commit:e0f74bb443a1f36464cb5466c34d81be092024ad
7, 1, 225, 2020-08-29T17:34:25+00:00, 9, 2, WIN
7, 2, 225, 2020-08-29T17:39:12+00:00, 10, 0, WIN
7, 3, 225, 2020-08-29T17:43:59+00:00, 11, 1, WIN
7, 4, 225, 2020-08-29T17:48:46+00:00, 10, 4, WIN
7, 5, 225, 2020-08-29T17:53:33+00:00, 14, 3, WIN
7, 6, 225, 2020-08-29T17:58:19+00:00, 15, 4, WIN
7, 7, 225, 2020-08-29T18:03:06+00:00, 16, 3, WIN
7, 8, 225, 2020-08-29T18:07:53+00:00, 6, 12, LOSE
8, 1, 225, 2020-08-29T18:12:47+00:00, 15, 2, WIN
8, 2, 225, 2020-08-29T18:17:34+00:00, 10, 0, WIN
8, 3, 225, 2020-08-29T18:22:21+00:00, 10, 0, WIN
8, 4, 225, 2020-08-29T18:27:07+00:00, 10, 4, WIN
8, 5, 225, 2020-08-29T18:31:54+00:00, 12, 3, WIN
8, 6, 225, 2020-08-29T18:36:42+00:00, 16, 3, WIN
8, 7, 225, 2020-08-29T18:41:28+00:00, 10, 5, WIN
8, 8, 225, 2020-08-29T18:46:16+00:00, 6, 6, LOSE
9, 1, 225, 2020-08-29T18:51:10+00:00, 7, 5, WIN
9, 2, 225, 2020-08-29T18:55:57+00:00, 15, 1, WIN
9, 3, 225, 2020-08-29T19:00:44+00:00, 10, 0, WIN
9, 4, 225, 2020-08-29T19:05:31+00:00, 10, 3, WIN
9, 5, 225, 2020-08-29T19:10:19+00:00, 7, 5, WIN
9, 6, 225, 2020-08-29T19:15:05+00:00, 13, 20, LOSE
9, 7, 225, 2020-08-29T19:19:53+00:00, 11, 1, WIN
9, 8, 225, 2020-08-29T19:24:40+00:00, 5, 15, LOSE
#--> latest commit:20ce252bab351ed5edc546b11a95b3c5c8ded323
10, 1, 225, 2020-08-29T19:29:35+00:00, 13, 2, WIN
10, 2, 225, 2020-08-29T19:34:21+00:00, 11, 0, WIN
10, 3, 225, 2020-08-29T19:39:08+00:00, 10, 0, WIN
10, 4, 225, 2020-08-29T19:43:55+00:00, 6, 4, WIN
10, 5, 225, 2020-08-29T19:48:42+00:00, 15, 8, WIN
10, 6, 225, 2020-08-29T19:53:29+00:00, 14, 14, LOSE
10, 7, 225, 2020-08-29T19:58:16+00:00, 16, 4, WIN
10, 8, 225, 2020-08-29T20:03:02+00:00, 4, 8, LOSE
#--> latest commit:562261504573b207ae1baeb140375cbfa2589c98
11, 1, 225, 2020-08-29T20:07:57+00:00, 14, 2, WIN
11, 2, 225, 2020-08-29T20:12:44+00:00, 10, 0, WIN
11, 3, 225, 2020-08-29T20:17:31+00:00, 10, 0, WIN
11, 4, 225, 2020-08-29T20:22:18+00:00, 11, 2, WIN
11, 5, 225, 2020-08-29T20:27:05+00:00, 14, 9, WIN
11, 6, 225, 2020-08-29T20:31:51+00:00, 15, 3, WIN
11, 7, 225, 2020-08-29T20:36:38+00:00, 13, 3, WIN
11, 8, 225, 2020-08-29T20:41:25+00:00, 16, 10, WIN
#--> latest commit:b3e04ba5a6d49f1bb6a20b8bd7d95662cb8246a4
12, 1, 225, 2020-08-29T20:46:20+00:00, 10, 2, WIN
12, 2, 225, 2020-08-29T20:51:07+00:00, 13, 1, WIN
12, 3, 225, 2020-08-29T20:55:54+00:00, 10, 0, WIN
12, 4, 225, 2020-08-29T21:00:40+00:00, 6, 9, LOSE
12, 5, 225, 2020-08-29T21:05:27+00:00, 5, 7, LOSE
12, 6, 225, 2020-08-29T21:10:14+00:00, 15, 3, WIN
12, 7, 225, 2020-08-29T21:15:02+00:00, 12, 2, WIN
12, 8, 225, 2020-08-29T21:19:49+00:00, 9, 12, LOSE
13, 1, 225, 2020-08-29T21:24:43+00:00, 14, 2, WIN
13, 2, 225, 2020-08-29T21:29:30+00:00, 12, 0, WIN
13, 3, 225, 2020-08-29T21:34:17+00:00, 10, 0, WIN
13, 4, 225, 2020-08-29T21:39:04+00:00, 5, 2, WIN
13, 5, 225, 2020-08-29T21:43:50+00:00, 6, 6, LOSE
13, 6, 225, 2020-08-29T21:48:37+00:00, 18, 8, WIN
13, 7, 225, 2020-08-29T21:53:24+00:00, 12, 2, WIN
13, 8, 225, 2020-08-29T21:58:12+00:00, 3, 14, LOSE
14, 1, 225, 2020-08-29T22:03:07+00:00, 11, 13, LOSE
14, 2, 225, 2020-08-29T22:07:54+00:00, 11, 0, WIN
14, 3, 225, 2020-08-29T22:12:41+00:00, 10, 0, WIN
14, 4, 225, 2020-08-29T22:17:28+00:00, 5, 6, LOSE
14, 5, 225, 2020-08-29T22:22:15+00:00, 14, 4, WIN
14, 6, 225, 2020-08-29T22:27:01+00:00, 15, 5, WIN
14, 7, 225, 2020-08-29T22:31:48+00:00, 7, 5, WIN
14, 8, 225, 2020-08-29T22:36:36+00:00, 8, 5, WIN
15, 1, 225, 2020-08-29T22:41:30+00:00, 11, 13, LOSE
15, 2, 225, 2020-08-29T22:46:17+00:00, 11, 0, WIN
15, 3, 225, 2020-08-29T22:51:03+00:00, 10, 0, WIN
15, 4, 225, 2020-08-29T22:55:51+00:00, 12, 3, WIN
15, 5, 225, 2020-08-29T23:00:37+00:00, 11, 15, LOSE
15, 6, 225, 2020-08-29T23:05:24+00:00, 14, 4, WIN
15, 7, 225, 2020-08-29T23:10:11+00:00, 15, 4, WIN
15, 8, 225, 2020-08-29T23:14:58+00:00, 15, 13, WIN
16, 1, 225, 2020-08-29T23:19:52+00:00, 9, 2, WIN
16, 2, 225, 2020-08-29T23:24:39+00:00, 6, 1, WIN
16, 3, 225, 2020-08-29T23:29:25+00:00, 10, 0, WIN
16, 4, 225, 2020-08-29T23:34:12+00:00, 8, 4, WIN
16, 5, 225, 2020-08-29T23:38:59+00:00, 13, 5, WIN
16, 6, 225, 2020-08-29T23:43:46+00:00, 4, 14, LOSE
16, 7, 225, 2020-08-29T23:48:33+00:00, 11, 1, WIN
16, 8, 225, 2020-08-29T23:53:20+00:00, 8, 7, WIN
17, 1, 225, 2020-08-29T23:58:15+00:00, 14, 2, WIN
17, 2, 225, 2020-08-30T00:03:01+00:00, 11, 0, WIN
17, 3, 225, 2020-08-30T00:07:48+00:00, 10, 0, WIN
17, 4, 225, 2020-08-30T00:12:36+00:00, 15, 4, WIN
17, 5, 225, 2020-08-30T00:17:22+00:00, 14, 4, WIN
17, 6, 225, 2020-08-30T00:22:09+00:00, 17, 17, LOSE
17, 7, 225, 2020-08-30T00:26:56+00:00, 14, 2, WIN
17, 8, 225, 2020-08-30T00:31:43+00:00, 12, 13, LOSE
18, 1, 225, 2020-08-30T00:36:37+00:00, 13, 2, WIN
18, 2, 225, 2020-08-30T00:41:24+00:00, 11, 0, WIN
18, 3, 225, 2020-08-30T00:46:11+00:00, 10, 0, WIN
18, 4, 225, 2020-08-30T00:50:57+00:00, 11, 4, WIN
18, 5, 225, 2020-08-30T00:55:45+00:00, 16, 4, WIN
18, 6, 225, 2020-08-30T01:00:31+00:00, 17, 12, WIN
18, 7, 225, 2020-08-30T01:05:18+00:00, 14, 3, WIN
18, 8, 225, 2020-08-30T01:10:05+00:00, 15, 12, WIN
19, 1, 225, 2020-08-30T01:14:59+00:00, 12, 13, LOSE
19, 2, 225, 2020-08-30T01:19:46+00:00, 12, 0, WIN
19, 3, 225, 2020-08-30T01:24:33+00:00, 12, 2, WIN
19, 4, 225, 2020-08-30T01:29:19+00:00, 11, 4, WIN
19, 5, 225, 2020-08-30T01:34:07+00:00, 15, 5, WIN
19, 6, 225, 2020-08-30T01:38:53+00:00, 13, 3, WIN
19, 7, 225, 2020-08-30T01:43:40+00:00, 13, 2, WIN
19, 8, 225, 2020-08-30T01:48:27+00:00, 16, 10, WIN
20, 1, 225, 2020-08-30T01:53:21+00:00, 8, 2, WIN
20, 2, 225, 2020-08-30T01:58:08+00:00, 11, 0, WIN
20, 3, 225, 2020-08-30T02:02:54+00:00, 12, 0, WIN
20, 4, 225, 2020-08-30T02:07:41+00:00, 13, 2, WIN
20, 5, 225, 2020-08-30T02:12:28+00:00, 14, 3, WIN
20, 6, 225, 2020-08-30T02:17:15+00:00, 13, 20, LOSE
20, 7, 225, 2020-08-30T02:22:01+00:00, 15, 3, WIN
20, 8, 225, 2020-08-30T02:26:48+00:00, 16, 5, WIN
21, 1, 225, 2020-08-30T02:31:43+00:00, 11, 10, WIN
21, 2, 225, 2020-08-30T02:36:30+00:00, 14, 0, WIN
21, 3, 225, 2020-08-30T02:41:16+00:00, 10, 0, WIN
21, 4, 225, 2020-08-30T02:46:03+00:00, 11, 1, WIN
21, 5, 225, 2020-08-30T02:50:50+00:00, 14, 3, WIN
21, 6, 225, 2020-08-30T02:55:37+00:00, 14, 3, WIN
21, 7, 225, 2020-08-30T03:00:24+00:00, 15, 2, WIN
21, 8, 225, 2020-08-30T03:05:11+00:00, 4, 1, WIN
22, 1, 225, 2020-08-30T03:10:05+00:00, 14, 2, WIN
22, 2, 225, 2020-08-30T03:14:52+00:00, 10, 0, WIN
22, 3, 225, 2020-08-30T03:19:38+00:00, 10, 0, WIN
22, 4, 225, 2020-08-30T03:24:25+00:00, 11, 4, WIN
22, 5, 225, 2020-08-30T03:29:12+00:00, 15, 5, WIN
22, 6, 225, 2020-08-30T03:33:59+00:00, 15, 3, WIN
22, 7, 225, 2020-08-30T03:38:46+00:00, 12, 3, WIN
22, 8, 225, 2020-08-30T03:43:33+00:00, 16, 10, WIN
#--> latest commit:4bfe2cbb50fd57126c730c54aa6d91fef40d7a0c
23, 1, 225, 2020-08-30T03:48:28+00:00, 11, 12, LOSE
23, 2, 225, 2020-08-30T03:53:14+00:00, 10, 0, WIN
23, 3, 225, 2020-08-30T03:58:01+00:00, 10, 0, WIN
23, 4, 225, 2020-08-30T04:02:48+00:00, 11, 3, WIN
23, 5, 225, 2020-08-30T04:07:35+00:00, 5, 6, LOSE
23, 6, 225, 2020-08-30T04:12:21+00:00, 15, 4, WIN
23, 7, 225, 2020-08-30T04:17:08+00:00, 15, 5, WIN
23, 8, 225, 2020-08-30T04:21:55+00:00, 6, 6, LOSE
